"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"DF";"01/2018";"12.984.317,00";"Bolsa Família";
"RR";"02/2019";"12.984.994,62";"BPC";
"RO";"01/2021";"12.985.213,00";"Bolsa Família";
"DF";"06/2019";"13.014.762,00";"Bolsa Família";
"RR";"04/2019";"13.015.932,72";"BPC";
"DF";"02/2017";"13.023.031,00";"Bolsa Família";
"RO";"05/2017";"13.023.303,00";"Bolsa Família";
"CE";"05/2021";"13.024.000,00";"Seguro Defeso";
"BA";"08/2018";"13.038.340,00";"Garantia-Safra";
"PI";"09/2019";"13.040.866,00";"Seguro Defeso";
"RR";"05/2019";"13.058.847,12";"BPC";
"RR";"01/2019";"13.062.837,74";"BPC";
"RN";"07/2022";"13.067.600,00";"Auxílio Emergencial";
"DF";"10/2018";"13.076.889,00";"Bolsa Família";
"PI";"03/2019";"13.095.763,10";"Seguro Defeso";
"BA";"12/2020";"13.109.098,85";"Seguro Defeso";
"SP";"01/2018";"13.120.719,51";"Seguro Defeso";
"RO";"08/2020";"13.129.207,00";"Bolsa Família";
"RO";"07/2020";"13.142.709,00";"Bolsa Família";
"PA";"11/2019";"13.159.747,89";"Seguro Defeso";
"RO";"12/2020";"13.162.222,00";"Bolsa Família";
"RO";"11/2020";"13.169.959,00";"Bolsa Família";
"RO";"10/2020";"13.173.883,00";"Bolsa Família";
"PI";"08/2018";"13.177.673,53";"Seguro Defeso";
"RO";"09/2020";"13.187.859,00";"Bolsa Família";
"DF";"02/2018";"13.214.312,00";"Bolsa Família";
"PA";"12/2017";"13.226.173,78";"Seguro Defeso";
"DF";"11/2018";"13.230.081,00";"Bolsa Família";
"AP";"12/2016";"13.266.253,00";"Bolsa Família";
"AP";"11/2016";"13.272.614,00";"Bolsa Família";
"PB";"06/2022";"13.283.421,04";"Seguro Defeso";
"RR";"02/2020";"13.295.840,20";"BPC";
"RO";"04/2017";"13.297.651,00";"Bolsa Família";
"AP";"07/2017";"13.318.628,00";"Bolsa Família";
"RR";"01/2020";"13.328.457,89";"BPC";
"DF";"03/2018";"13.330.892,00";"Bolsa Família";
"PE";"03/2017";"13.354.690,00";"Garantia-Safra";
"AP";"07/2016";"13.387.044,00";"Bolsa Família";
"AP";"08/2016";"13.391.539,00";"Bolsa Família";
"RR";"03/2020";"13.412.583,45";"BPC";
"DF";"07/2016";"13.441.697,00";"Bolsa Família";
"AP";"10/2016";"13.459.867,00";"Bolsa Família";
"AL";"01/2023";"13.460.600,00";"Garantia-Safra";
"AC";"03/2018";"13.471.908,78";"Seguro Defeso";
"RO";"03/2017";"13.473.303,00";"Bolsa Família";
"AP";"09/2016";"13.475.932,00";"Bolsa Família";
"DF";"08/2016";"13.477.584,00";"Bolsa Família";
"RR";"08/2020";"13.478.418,76";"BPC";
"RR";"09/2020";"13.479.463,20";"BPC";
"CE";"05/2020";"13.495.197,83";"Seguro Defeso";
"PE";"04/2022";"13.502.388,00";"Auxílio Emergencial";
"RR";"07/2020";"13.512.903,90";"BPC";
"AP";"05/2017";"13.521.280,00";"Bolsa Família";
"RR";"10/2020";"13.527.533,20";"BPC";
"RR";"04/2020";"13.532.758,40";"BPC";
"DF";"09/2016";"13.556.980,00";"Bolsa Família";
"RR";"05/2020";"13.566.198,40";"BPC";
"RR";"06/2020";"13.585.008,40";"BPC";
"AP";"04/2017";"13.607.163,00";"Bolsa Família";
"RO";"01/2017";"13.622.591,00";"Bolsa Família";
"RR";"11/2020";"13.625.700,79";"BPC";
"PB";"02/2021";"13.643.010,00";"Garantia-Safra";
"AP";"06/2017";"13.645.420,00";"Bolsa Família";
"AP";"01/2017";"13.657.672,00";"Bolsa Família";
"DF";"12/2016";"13.681.214,00";"Bolsa Família";
"RO";"02/2017";"13.692.316,00";"Bolsa Família";
"AP";"03/2017";"13.694.362,00";"Bolsa Família";
"RR";"12/2020";"13.708.320,84";"BPC";
"PE";"02/2018";"13.742.800,00";"Garantia-Safra";
"AM";"05/2022";"13.749.402,02";"Seguro Defeso";
"BA";"07/2018";"13.754.190,00";"Garantia-Safra";
"RS";"07/2022";"13.761.957,00";"Auxílio Emergencial";
"SE";"03/2020";"13.762.265,87";"Seguro Defeso";
"BA";"08/2018";"13.765.675,82";"Seguro Defeso";
"CE";"06/2018";"13.786.254,00";"Seguro Defeso";
"SE";"02/2018";"13.798.029,62";"Seguro Defeso";
"RN";"02/2023";"13.831.104,41";"Seguro Defeso";
"BA";"06/2018";"13.839.020,00";"Garantia-Safra";
"AP";"02/2017";"13.846.500,00";"Bolsa Família";
"DF";"11/2016";"13.851.518,00";"Bolsa Família";
"RR";"06/2022";"13.898.290,00";"Auxílio Brasil";
"RJ";"04/2022";"13.948.177,00";"Auxílio Emergencial";
"DF";"10/2016";"13.959.635,00";"Bolsa Família";
"RR";"01/2022";"13.973.997,00";"Auxílio Brasil";
"RR";"05/2022";"13.983.059,00";"Auxílio Brasil";
"PB";"01/2022";"13.985.122,20";"Seguro Defeso";
"AP";"08/2017";"13.986.194,00";"Bolsa Família";
"BA";"09/2019";"13.988.404,57";"Seguro Defeso";
"BA";"06/2017";"13.997.970,00";"Garantia-Safra";
"RO";"05/2016";"14.041.283,00";"Bolsa Família";
"RO";"06/2016";"14.048.951,00";"Bolsa Família";
"AP";"09/2017";"14.053.447,00";"Bolsa Família";
"BA";"04/2021";"14.068.521,39";"Seguro Defeso";
"RR";"02/2022";"14.074.308,00";"Auxílio Brasil";
"RR";"04/2022";"14.091.383,00";"Auxílio Brasil";
"RO";"03/2016";"14.108.745,00";"Bolsa Família";
"PI";"03/2017";"14.112.040,00";"Garantia-Safra";
"RO";"04/2016";"14.134.381,00";"Bolsa Família";
"SP";"02/2023";"14.152.345,71";"Seguro Defeso";
"PE";"03/2018";"14.166.950,00";"Garantia-Safra";
"MT";"01/2020";"14.214.009,96";"Seguro Defeso";
"SP";"03/2022";"14.261.753,59";"Seguro Defeso";
"MG";"01/2021";"14.313.150,00";"Garantia-Safra";
"AP";"10/2017";"14.315.840,00";"Bolsa Família";
"BA";"05/2017";"14.362.470,00";"Garantia-Safra";
"RO";"12/2016";"14.403.149,00";"Bolsa Família";
"RR";"01/2021";"14.476.002,67";"BPC";
"RR";"02/2021";"14.528.802,67";"BPC";
"PA";"08/2019";"14.545.280,44";"Seguro Defeso";
"AP";"03/2017";"14.545.866,58";"Seguro Defeso";
"PA";"07/2017";"14.547.499,75";"Seguro Defeso";
"RR";"03/2022";"14.573.872,00";"Auxílio Brasil";
"AP";"04/2018";"14.575.399,57";"Seguro Defeso";
"RR";"03/2021";"14.586.002,90";"BPC";
"PB";"05/2021";"14.588.053,24";"Seguro Defeso";
"AP";"11/2017";"14.601.636,00";"Bolsa Família";
"RO";"02/2016";"14.637.601,00";"Bolsa Família";
"RR";"04/2021";"14.659.704,43";"BPC";
"PE";"07/2020";"14.668.280,00";"Garantia-Safra";
"AP";"02/2023";"14.685.169,00";"Seguro Defeso";
"RR";"05/2021";"14.732.302,67";"BPC";
"RR";"06/2021";"14.768.603,73";"BPC";
"SE";"02/2020";"14.774.389,29";"Seguro Defeso";
"AP";"12/2017";"14.807.768,00";"Bolsa Família";
"RR";"07/2021";"14.812.603,58";"BPC";
"RR";"08/2021";"14.812.603,58";"BPC";
"PI";"04/2017";"14.824.170,00";"Garantia-Safra";
"DF";"02/2021";"14.842.153,00";"Bolsa Família";
"RO";"01/2016";"14.843.113,00";"Bolsa Família";
"BA";"07/2017";"14.847.800,00";"Garantia-Safra";
"GO";"01/2021";"14.889.425,00";"Auxílio Emergencial";
"RR";"10/2021";"14.906.103,58";"BPC";
"RR";"12/2021";"14.906.103,58";"BPC";
"PI";"04/2020";"14.915.285,00";"Seguro Defeso";
"RR";"09/2021";"14.933.605,03";"BPC";
"RR";"11/2021";"14.938.401,84";"BPC";
"AL";"03/2022";"14.959.017,42";"Seguro Defeso";
"AP";"01/2018";"14.970.301,00";"Bolsa Família";
"DF";"05/2020";"14.985.626,00";"Bolsa Família";
"DF";"06/2020";"14.989.053,00";"Bolsa Família";
"RO";"11/2016";"14.991.369,00";"Bolsa Família";
"BA";"10/2018";"14.994.668,07";"Seguro Defeso";
"DF";"04/2020";"14.995.474,00";"Bolsa Família";
"SE";"07/2022";"15.030.990,92";"Seguro Defeso";
"AL";"03/2023";"15.059.961,17";"Seguro Defeso";
"AP";"02/2018";"15.091.954,00";"Bolsa Família";
"BA";"07/2019";"15.116.459,00";"Seguro Defeso";
"RS";"01/2021";"15.129.272,00";"Auxílio Emergencial";
"AP";"04/2018";"15.136.016,00";"Bolsa Família";
"AP";"02/2017";"15.194.148,03";"Seguro Defeso";
"DF";"01/2021";"15.207.244,00";"Bolsa Família";
"AP";"03/2018";"15.222.250,00";"Bolsa Família";
"DF";"08/2020";"15.287.366,00";"Bolsa Família";
"DF";"07/2020";"15.299.414,00";"Bolsa Família";
"DF";"12/2020";"15.303.859,00";"Bolsa Família";
"DF";"10/2020";"15.306.001,00";"Bolsa Família";
"DF";"11/2020";"15.307.501,00";"Bolsa Família";
"RN";"02/2021";"15.317.451,48";"Seguro Defeso";
"DF";"09/2020";"15.320.757,00";"Bolsa Família";
"CE";"09/2016";"15.353.550,00";"Garantia-Safra";
"PB";"02/2021";"15.368.478,00";"Seguro Defeso";
"RO";"10/2016";"15.374.953,00";"Bolsa Família";
"AM";"01/2021";"15.377.817,36";"Seguro Defeso";
"MG";"01/2020";"15.380.557,58";"Seguro Defeso";
"RO";"12/2021";"15.412.094,00";"Auxílio Brasil";
"RO";"09/2016";"15.442.143,00";"Bolsa Família";
"PE";"05/2018";"15.459.120,00";"Garantia-Safra";
"AP";"05/2018";"15.464.609,00";"Bolsa Família";
"RN";"03/2020";"15.470.146,21";"Seguro Defeso";
"AP";"06/2018";"15.530.974,00";"Bolsa Família";
"RO";"08/2016";"15.569.734,00";"Bolsa Família";
"MG";"02/2022";"15.596.030,39";"Seguro Defeso";
"RO";"07/2016";"15.654.069,00";"Bolsa Família";
"SE";"07/2021";"15.690.884,29";"Seguro Defeso";
"AM";"10/2021";"15.694.167,45";"Seguro Defeso";
"PB";"01/2016";"15.739.280,00";"Garantia-Safra";
"MG";"02/2018";"15.748.255,55";"Seguro Defeso";
"SP";"03/2021";"15.756.287,16";"Seguro Defeso";
"PE";"04/2018";"15.762.570,00";"Garantia-Safra";
"BA";"07/2020";"15.814.250,00";"Garantia-Safra";
"DF";"03/2021";"15.871.570,00";"Bolsa Família";
"BA";"07/2017";"15.908.147,86";"Seguro Defeso";
"RO";"11/2021";"15.918.851,00";"Auxílio Brasil";
"BA";"07/2022";"16.042.994,62";"Seguro Defeso";
"PI";"02/2022";"16.153.400,00";"Garantia-Safra";
"PA";"10/2018";"16.154.798,76";"Seguro Defeso";
"DF";"10/2021";"16.203.322,00";"Bolsa Família";
"DF";"09/2021";"16.230.798,00";"Bolsa Família";
"DF";"08/2021";"16.231.577,00";"Bolsa Família";
"DF";"06/2021";"16.239.911,00";"Bolsa Família";
"DF";"07/2021";"16.247.173,00";"Bolsa Família";
"DF";"04/2021";"16.264.661,00";"Bolsa Família";
"DF";"05/2021";"16.265.309,00";"Bolsa Família";
"BA";"12/2019";"16.296.178,80";"Seguro Defeso";
"AP";"04/2023";"16.298.366,17";"Seguro Defeso";
"RR";"06/2022";"16.358.587,86";"BPC";
"MG";"03/2016";"16.365.574,24";"Seguro Defeso";
"PB";"03/2019";"16.491.861,40";"Seguro Defeso";
"RR";"02/2022";"16.521.998,00";"BPC";
"RR";"01/2022";"16.532.905,44";"BPC";
"SE";"06/2020";"16.538.217,49";"Seguro Defeso";
"RR";"04/2022";"16.571.698,68";"BPC";
"RR";"03/2022";"16.605.624,94";"BPC";
"BA";"09/2018";"16.614.649,16";"Seguro Defeso";
"RR";"05/2022";"16.623.905,96";"BPC";
"AL";"02/2023";"16.635.235,45";"Seguro Defeso";
"AP";"07/2018";"16.675.996,00";"Bolsa Família";
"SP";"02/2016";"16.677.619,99";"Seguro Defeso";
"PB";"04/2021";"16.721.226,78";"Seguro Defeso";
"AP";"09/2018";"16.748.174,00";"Bolsa Família";
"RR";"07/2022";"16.814.388,24";"BPC";
"MA";"10/2019";"16.841.202,46";"Seguro Defeso";
"AP";"08/2018";"16.849.591,00";"Bolsa Família";
"AP";"01/2019";"16.851.337,00";"Bolsa Família";
"BA";"12/2018";"16.890.908,80";"Seguro Defeso";
"AM";"06/2023";"16.948.615,09";"Seguro Defeso";
"PE";"06/2020";"16.988.610,00";"Garantia-Safra";
"AP";"03/2020";"16.992.281,00";"Bolsa Família";
"PB";"05/2022";"17.003.120,37";"Seguro Defeso";
"AP";"02/2019";"17.047.029,00";"Bolsa Família";
"PB";"03/2016";"17.056.610,00";"Garantia-Safra";
"PB";"02/2016";"17.057.460,00";"Garantia-Safra";
"AP";"10/2018";"17.096.555,00";"Bolsa Família";
"AP";"02/2020";"17.100.900,00";"Bolsa Família";
"AP";"01/2020";"17.126.057,00";"Bolsa Família";
"AP";"11/2019";"17.140.023,00";"Bolsa Família";
"AP";"10/2021";"17.140.495,00";"Bolsa Família";
"AP";"12/2018";"17.155.390,00";"Bolsa Família";
"AP";"11/2018";"17.159.149,00";"Bolsa Família";
"AP";"06/2021";"17.162.758,00";"Bolsa Família";
"AP";"09/2021";"17.164.547,00";"Bolsa Família";
"AP";"07/2021";"17.167.772,00";"Bolsa Família";
"AP";"08/2021";"17.168.217,00";"Bolsa Família";
"AP";"04/2021";"17.180.654,00";"Bolsa Família";
"AP";"05/2021";"17.181.451,00";"Bolsa Família";
"AP";"03/2021";"17.182.990,00";"Bolsa Família";
"MG";"03/2023";"17.185.480,08";"Seguro Defeso";
"AP";"02/2021";"17.188.770,00";"Bolsa Família";
"AP";"04/2019";"17.192.268,00";"Bolsa Família";
"AP";"12/2019";"17.204.525,00";"Bolsa Família";
"MG";"02/2017";"17.214.808,52";"Seguro Defeso";
"AP";"10/2019";"17.275.628,00";"Bolsa Família";
"AP";"09/2019";"17.298.246,00";"Bolsa Família";
"AP";"03/2019";"17.298.372,00";"Bolsa Família";
"AP";"06/2019";"17.342.137,00";"Bolsa Família";
"PB";"04/2016";"17.365.840,00";"Garantia-Safra";
"PA";"06/2021";"17.377.298,07";"Seguro Defeso";
"AM";"01/2018";"17.402.622,01";"Seguro Defeso";
"AP";"08/2019";"17.450.551,00";"Bolsa Família";
"AP";"07/2019";"17.462.369,00";"Bolsa Família";
"RR";"08/2022";"17.490.704,00";"BPC";
"AP";"01/2021";"17.510.169,00";"Bolsa Família";
"AP";"06/2020";"17.510.331,00";"Bolsa Família";
"AP";"04/2020";"17.516.121,00";"Bolsa Família";
"AP";"05/2020";"17.538.597,00";"Bolsa Família";
"AM";"07/2022";"17.584.603,25";"Seguro Defeso";
"AP";"05/2019";"17.610.179,00";"Bolsa Família";
"AP";"03/2018";"17.617.481,83";"Seguro Defeso";
"PI";"02/2017";"17.620.272,86";"Seguro Defeso";
"AP";"12/2020";"17.655.386,00";"Bolsa Família";
"AP";"11/2020";"17.658.401,00";"Bolsa Família";
"AP";"10/2020";"17.661.979,00";"Bolsa Família";
"PI";"01/2016";"17.669.630,00";"Garantia-Safra";
"AP";"09/2020";"17.680.385,00";"Bolsa Família";
"AP";"08/2020";"17.692.573,00";"Bolsa Família";
"AP";"07/2020";"17.700.033,00";"Bolsa Família";
"AP";"03/2023";"17.717.845,24";"Seguro Defeso";
"PA";"12/2016";"17.721.149,07";"Seguro Defeso";
"BA";"08/2020";"17.739.824,64";"Seguro Defeso";
"AM";"12/2022";"17.740.044,00";"Seguro Defeso";
"AL";"07/2022";"17.744.370,00";"Auxílio Emergencial";
"BA";"04/2019";"17.805.131,59";"Seguro Defeso";
"AP";"03/2022";"17.834.515,41";"Seguro Defeso";
"SC";"07/2017";"17.884.548,00";"Bolsa Família";
"RR";"10/2021";"17.909.050,00";"Auxílio Emergencial";
"BA";"04/2023";"17.980.276,24";"Seguro Defeso";
"MA";"12/2022";"18.020.451,38";"Seguro Defeso";
"RR";"09/2022";"18.045.896,21";"BPC";
"SC";"03/2016";"18.096.771,00";"Bolsa Família";
"RO";"01/2022";"18.142.213,00";"Auxílio Brasil";
"SC";"05/2016";"18.169.291,00";"Bolsa Família";
"AL";"03/2021";"18.206.254,35";"Seguro Defeso";
"MG";"04/2019";"18.209.982,66";"Seguro Defeso";
"PR";"01/2021";"18.227.774,00";"Auxílio Emergencial";
"RO";"06/2022";"18.251.312,00";"Auxílio Brasil";
"SE";"01/2018";"18.280.858,15";"Seguro Defeso";
"SC";"04/2016";"18.311.106,00";"Bolsa Família";
"SP";"03/2023";"18.375.060,34";"Seguro Defeso";
"RR";"10/2022";"18.403.467,94";"BPC";
"RO";"05/2022";"18.436.772,00";"Auxílio Brasil";
"RO";"02/2022";"18.483.134,00";"Auxílio Brasil";
"SC";"06/2016";"18.487.618,00";"Bolsa Família";
"BA";"08/2017";"18.489.710,00";"Garantia-Safra";
"BA";"08/2021";"18.515.927,27";"Seguro Defeso";
"RO";"04/2022";"18.524.065,00";"Auxílio Brasil";
"RN";"03/2022";"18.599.311,60";"Seguro Defeso";
"SC";"02/2016";"18.615.683,00";"Bolsa Família";
"RR";"11/2022";"18.628.455,82";"BPC";
"MG";"01/2018";"18.680.957,22";"Seguro Defeso";
"AP";"01/2022";"18.696.451,00";"Auxílio Emergencial";
"MG";"02/2023";"18.743.437,27";"Seguro Defeso";
"SC";"01/2016";"18.746.651,00";"Bolsa Família";
"SC";"09/2017";"18.779.405,00";"Bolsa Família";
"TO";"01/2022";"18.792.600,00";"Auxílio Emergencial";
"RR";"12/2022";"18.818.075,86";"BPC";
"SC";"04/2018";"18.880.143,00";"Bolsa Família";
"MA";"07/2018";"18.902.559,89";"Seguro Defeso";
"RO";"03/2022";"18.908.890,00";"Auxílio Brasil";
"MG";"04/2022";"18.920.084,00";"Auxílio Emergencial";
"SC";"03/2017";"18.942.429,00";"Bolsa Família";
"SC";"05/2017";"18.946.848,00";"Bolsa Família";
"MG";"01/2017";"18.959.900,37";"Seguro Defeso";
"BA";"12/2019";"18.973.020,00";"Garantia-Safra";
"SC";"10/2017";"18.974.344,00";"Bolsa Família";
"SC";"11/2019";"18.984.261,00";"Bolsa Família";
"MA";"11/2020";"18.997.234,08";"Seguro Defeso";
"SC";"08/2017";"18.999.300,00";"Bolsa Família";
"SC";"12/2019";"19.008.002,00";"Bolsa Família";
"SC";"04/2017";"19.035.002,00";"Bolsa Família";
"SC";"06/2017";"19.042.076,00";"Bolsa Família";
"SC";"01/2017";"19.058.040,00";"Bolsa Família";
"SC";"06/2018";"19.059.756,00";"Bolsa Família";
"AM";"06/2022";"19.088.922,54";"Seguro Defeso";
"PI";"02/2016";"19.090.185,00";"Garantia-Safra";
"CE";"04/2023";"19.096.908,65";"Seguro Defeso";
"AC";"01/2016";"19.130.876,00";"Bolsa Família";
"AC";"02/2016";"19.133.088,00";"Bolsa Família";
"MG";"03/2022";"19.170.274,00";"Seguro Defeso";
"AC";"10/2021";"19.178.450,00";"Auxílio Emergencial";
"SE";"02/2017";"19.280.444,87";"Seguro Defeso";
"MG";"12/2021";"19.282.760,00";"Garantia-Safra";
"AC";"03/2016";"19.338.429,00";"Bolsa Família";
"PB";"04/2022";"19.349.670,39";"Seguro Defeso";
"SC";"02/2017";"19.413.819,00";"Bolsa Família";
"PI";"03/2023";"19.447.150,00";"Garantia-Safra";
"SE";"01/2022";"19.477.009,56";"Seguro Defeso";
"SC";"05/2018";"19.492.085,00";"Bolsa Família";
"SC";"09/2019";"19.500.380,00";"Bolsa Família";
"PB";"01/2023";"19.508.350,00";"Garantia-Safra";
"SC";"11/2017";"19.511.449,00";"Bolsa Família";
"AC";"05/2016";"19.513.381,00";"Bolsa Família";
"AC";"04/2016";"19.514.152,00";"Bolsa Família";
"SC";"10/2019";"19.527.858,00";"Bolsa Família";
"AC";"06/2016";"19.568.893,00";"Bolsa Família";
"SC";"02/2020";"19.586.197,00";"Bolsa Família";
"PA";"01/2017";"19.666.834,62";"Seguro Defeso";
"PA";"10/2023";"19.688.167,86";"Seguro Defeso";
"SC";"01/2020";"19.692.859,00";"Bolsa Família";
"SC";"12/2017";"19.702.858,00";"Bolsa Família";
"BA";"07/2018";"19.790.846,47";"Seguro Defeso";
"CE";"10/2016";"19.843.330,00";"Garantia-Safra";
"SC";"03/2020";"19.852.896,00";"Bolsa Família";
"SE";"01/2017";"19.878.573,74";"Seguro Defeso";
"SC";"02/2018";"19.889.755,00";"Bolsa Família";
"BA";"03/2019";"19.946.610,00";"Garantia-Safra";
"SC";"01/2018";"19.979.080,00";"Bolsa Família";
"MG";"03/2021";"19.980.736,92";"Seguro Defeso";
"DF";"12/2021";"19.980.925,00";"Auxílio Brasil";
"SE";"03/2018";"19.984.133,27";"Seguro Defeso";
"SC";"12/2016";"20.010.809,00";"Bolsa Família";
"PA";"04/2022";"20.019.114,00";"Auxílio Emergencial";
"BA";"04/2020";"20.057.755,67";"Seguro Defeso";
"SC";"03/2018";"20.065.965,00";"Bolsa Família";
"AP";"12/2021";"20.195.936,00";"Auxílio Brasil";
"BA";"05/2020";"20.206.850,44";"Seguro Defeso";
"SC";"09/2018";"20.214.245,00";"Bolsa Família";
"MS";"07/2017";"20.251.329,00";"Bolsa Família";
"BA";"08/2019";"20.274.880,00";"Garantia-Safra";
"DF";"11/2021";"20.303.171,00";"Auxílio Brasil";
"SC";"07/2018";"20.306.664,00";"Bolsa Família";
"RN";"03/2021";"20.310.445,96";"Seguro Defeso";
"AP";"11/2021";"20.354.561,00";"Auxílio Brasil";
"BA";"12/2016";"20.452.700,00";"Garantia-Safra";
"SC";"01/2019";"20.459.175,00";"Bolsa Família";
"SC";"08/2019";"20.462.631,00";"Bolsa Família";
"SC";"07/2019";"20.502.716,00";"Bolsa Família";
"RR";"01/2023";"20.552.717,62";"BPC";
"BA";"01/2021";"20.610.531,00";"Auxílio Emergencial";
"RR";"02/2023";"20.640.056,54";"BPC";
"SC";"02/2019";"20.649.179,00";"Bolsa Família";
"SC";"11/2016";"20.671.163,00";"Bolsa Família";
"PA";"11/2022";"20.732.695,13";"Seguro Defeso";
"SE";"03/2022";"20.742.209,07";"Seguro Defeso";
"SC";"10/2018";"20.751.836,00";"Bolsa Família";
"SE";"01/2023";"20.760.857,64";"Seguro Defeso";
"SE";"01/2022";"20.783.304,00";"Auxílio Emergencial";
"MS";"04/2018";"20.788.569,00";"Bolsa Família";
"SC";"08/2018";"20.789.296,00";"Bolsa Família";
"MS";"03/2020";"20.840.556,00";"Bolsa Família";
"MS";"06/2018";"20.853.585,00";"Bolsa Família";
"MS";"09/2017";"20.868.247,00";"Bolsa Família";
"RR";"03/2023";"20.874.499,11";"BPC";
"MG";"03/2020";"20.876.128,38";"Seguro Defeso";
"BA";"11/2019";"20.906.430,00";"Garantia-Safra";
"AP";"03/2021";"20.961.805,41";"Seguro Defeso";
"BA";"02/2020";"20.969.160,00";"Garantia-Safra";
"BA";"01/2017";"20.972.900,00";"Garantia-Safra";
"TO";"02/2020";"20.993.983,00";"Bolsa Família";
"SC";"09/2016";"20.998.803,00";"Bolsa Família";
"SC";"06/2019";"20.999.861,00";"Bolsa Família";
"AC";"07/2017";"21.000.688,00";"Bolsa Família";
"SE";"01/2020";"21.003.385,90";"Seguro Defeso";
"MS";"02/2020";"21.013.949,00";"Bolsa Família";
"MS";"12/2019";"21.022.936,00";"Bolsa Família";
"MS";"10/2017";"21.027.251,00";"Bolsa Família";
"MS";"11/2019";"21.036.205,00";"Bolsa Família";
"TO";"01/2020";"21.036.677,00";"Bolsa Família";
"SC";"03/2019";"21.055.012,00";"Bolsa Família";
"MS";"01/2020";"21.082.352,00";"Bolsa Família";
"RN";"03/2017";"21.091.488,79";"Seguro Defeso";
"MS";"05/2018";"21.148.488,00";"Bolsa Família";
"SC";"04/2019";"21.156.688,00";"Bolsa Família";
"TO";"12/2019";"21.160.501,00";"Bolsa Família";
"RN";"03/2023";"21.165.465,47";"Seguro Defeso";
"AL";"02/2016";"21.165.603,83";"Seguro Defeso";
"MS";"08/2017";"21.177.537,00";"Bolsa Família";
"TO";"03/2020";"21.181.302,00";"Bolsa Família";
"MA";"01/2018";"21.206.594,23";"Seguro Defeso";
"TO";"11/2019";"21.212.593,00";"Bolsa Família";
"SC";"12/2018";"21.221.556,00";"Bolsa Família";
"MG";"02/2021";"21.265.530,00";"Seguro Defeso";
"MS";"11/2017";"21.266.764,00";"Bolsa Família";
"SC";"07/2016";"21.267.449,00";"Bolsa Família";
"BA";"04/2022";"21.287.127,00";"Auxílio Emergencial";
"SC";"08/2016";"21.290.860,00";"Bolsa Família";
"MS";"06/2017";"21.298.189,00";"Bolsa Família";
"MS";"06/2016";"21.350.854,00";"Bolsa Família";
"RR";"04/2023";"21.353.615,97";"BPC";
"BA";"02/2017";"21.356.250,00";"Garantia-Safra";
"SC";"10/2016";"21.377.601,00";"Bolsa Família";
"SC";"11/2018";"21.377.860,00";"Bolsa Família";
"MS";"05/2016";"21.386.283,00";"Bolsa Família";
"PI";"06/2018";"21.395.009,94";"Seguro Defeso";
"MS";"12/2017";"21.402.111,00";"Bolsa Família";
"CE";"11/2016";"21.444.990,00";"Garantia-Safra";
"MS";"03/2016";"21.445.249,00";"Bolsa Família";
"MS";"02/2018";"21.465.011,00";"Bolsa Família";
"MS";"09/2019";"21.469.358,00";"Bolsa Família";
"MS";"01/2018";"21.474.198,00";"Bolsa Família";
"MS";"10/2019";"21.478.331,00";"Bolsa Família";
"MS";"04/2016";"21.516.406,00";"Bolsa Família";
"BA";"08/2019";"21.543.491,78";"Seguro Defeso";
"MS";"03/2018";"21.558.647,00";"Bolsa Família";
"MS";"05/2017";"21.563.975,00";"Bolsa Família";
"TO";"10/2019";"21.568.000,00";"Bolsa Família";
"TO";"07/2017";"21.574.849,00";"Bolsa Família";
"AC";"06/2017";"21.583.284,00";"Bolsa Família";
"PB";"07/2022";"21.593.801,00";"Auxílio Emergencial";
