"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"SE";"05/2019";"6.992.064,38";"Seguro Defeso";
"RR";"07/2023";"6.995.224,75";"Seguro Defeso";
"PB";"04/2020";"7.033.858,66";"Seguro Defeso";
"CE";"03/2019";"7.035.966,00";"Seguro Defeso";
"RJ";"02/2016";"7.043.381,08";"Seguro Defeso";
"SP";"12/2021";"7.046.261,72";"Seguro Defeso";
"RJ";"02/2023";"7.053.696,00";"Seguro Defeso";
"AP";"01/2020";"7.062.744,56";"Seguro Defeso";
"ES";"01/2018";"7.073.544,68";"Seguro Defeso";
"CE";"12/2017";"7.088.660,00";"Garantia-Safra";
"SC";"02/2021";"7.090.463,41";"Seguro Defeso";
"PE";"08/2017";"7.097.670,00";"Garantia-Safra";
"PB";"08/2017";"7.123.340,00";"Garantia-Safra";
"SP";"04/2023";"7.149.631,04";"Seguro Defeso";
"MT";"03/2016";"7.170.249,98";"Seguro Defeso";
"PE";"03/2021";"7.170.819,00";"Seguro Defeso";
"RS";"02/2021";"7.177.863,00";"Auxílio Emergencial";
"RJ";"04/2019";"7.183.661,81";"Seguro Defeso";
"MS";"02/2018";"7.187.474,89";"Seguro Defeso";
"RN";"06/2017";"7.196.610,00";"Garantia-Safra";
"MS";"03/2022";"7.210.013,62";"Seguro Defeso";
"AP";"02/2022";"7.234.173,00";"Seguro Defeso";
"RN";"05/2017";"7.239.110,00";"Garantia-Safra";
"BA";"02/2019";"7.243.870,00";"Garantia-Safra";
"AL";"04/2020";"7.249.480,00";"Garantia-Safra";
"BA";"05/2022";"7.289.276,45";"Seguro Defeso";
"AL";"04/2023";"7.307.443,70";"Seguro Defeso";
"AM";"05/2021";"7.348.029,66";"Seguro Defeso";
"PI";"05/2017";"7.357.883,24";"Seguro Defeso";
"PR";"02/2021";"7.358.424,00";"Auxílio Emergencial";
"ES";"03/2023";"7.360.465,85";"Seguro Defeso";
"BA";"01/2019";"7.362.190,00";"Garantia-Safra";
"BA";"11/2019";"7.390.819,06";"Seguro Defeso";
"MT";"02/2021";"7.397.784,25";"Seguro Defeso";
"AM";"05/2017";"7.412.642,96";"Seguro Defeso";
"BA";"12/2018";"7.431.380,00";"Garantia-Safra";
"AP";"02/2021";"7.437.473,48";"Seguro Defeso";
"RO";"03/2023";"7.456.702,74";"Seguro Defeso";
"CE";"01/2018";"7.475.750,00";"Garantia-Safra";
"RR";"06/2022";"7.482.116,66";"Seguro Defeso";
"SE";"08/2018";"7.498.484,48";"Seguro Defeso";
"MA";"01/2021";"7.522.443,00";"Auxílio Emergencial";
"PA";"04/2016";"7.527.452,90";"Seguro Defeso";
"AM";"07/2021";"7.527.480,75";"Seguro Defeso";
"SC";"04/2020";"7.532.474,69";"Seguro Defeso";
"SC";"04/2022";"7.543.493,00";"Seguro Defeso";
"PB";"03/2018";"7.559.555,90";"Seguro Defeso";
"CE";"05/2018";"7.582.392,00";"Seguro Defeso";
"SP";"02/2020";"7.605.270,97";"Seguro Defeso";
"ES";"03/2021";"7.625.200,00";"Seguro Defeso";
"RJ";"01/2018";"7.640.330,36";"Seguro Defeso";
"RJ";"03/2020";"7.645.622,00";"Seguro Defeso";
"RJ";"03/2023";"7.657.865,72";"Seguro Defeso";
"MA";"08/2017";"7.664.660,00";"Seguro Defeso";
"AM";"10/2020";"7.679.939,43";"Seguro Defeso";
"AC";"01/2022";"7.691.832,03";"Seguro Defeso";
"ES";"02/2023";"7.703.363,39";"Seguro Defeso";
"MT";"12/2017";"7.710.703,49";"Seguro Defeso";
"SC";"03/2017";"7.716.213,87";"Seguro Defeso";
"MT";"02/2018";"7.720.487,18";"Seguro Defeso";
"SC";"03/2020";"7.730.877,46";"Seguro Defeso";
"CE";"03/2022";"7.737.168,10";"Seguro Defeso";
"PI";"05/2021";"7.766.038,19";"Seguro Defeso";
"SE";"12/2021";"7.786.922,14";"Seguro Defeso";
"RS";"04/2022";"7.791.233,00";"Auxílio Emergencial";
"AM";"06/2019";"7.794.021,77";"Seguro Defeso";
"PB";"07/2017";"7.796.880,00";"Garantia-Safra";
"AM";"08/2023";"7.812.802,04";"Seguro Defeso";
"PE";"05/2017";"7.821.700,00";"Garantia-Safra";
"MT";"01/2023";"7.832.130,00";"Seguro Defeso";
"RN";"01/2017";"7.877.608,98";"Seguro Defeso";
"PI";"01/2021";"7.889.750,00";"Seguro Defeso";
"PA";"08/2018";"7.893.366,04";"Seguro Defeso";
"CE";"04/2022";"7.913.840,00";"Auxílio Emergencial";
"PE";"09/2019";"7.915.915,00";"Garantia-Safra";
"SE";"06/2019";"7.954.611,84";"Seguro Defeso";
"PE";"12/2016";"7.955.320,00";"Garantia-Safra";
"SP";"03/2016";"7.958.044,70";"Seguro Defeso";
"RJ";"03/2021";"7.968.436,20";"Seguro Defeso";
"RN";"02/2020";"7.971.783,50";"Seguro Defeso";
"PB";"05/2019";"8.017.509,23";"Seguro Defeso";
"AL";"02/2020";"8.018.300,36";"Seguro Defeso";
"ES";"02/2016";"8.019.777,02";"Seguro Defeso";
"MG";"12/2016";"8.032.148,85";"Seguro Defeso";
"GO";"04/2022";"8.035.028,00";"Auxílio Emergencial";
"RN";"01/2018";"8.054.806,00";"Seguro Defeso";
"MG";"05/2019";"8.056.194,63";"Seguro Defeso";
"RN";"03/2018";"8.058.791,18";"Seguro Defeso";
"BA";"03/2021";"8.064.970,00";"Garantia-Safra";
"CE";"04/2022";"8.065.555,51";"Seguro Defeso";
"CE";"04/2017";"8.072.450,00";"Garantia-Safra";
"AP";"01/2022";"8.074.450,07";"Seguro Defeso";
"RN";"01/2020";"8.082.244,00";"Seguro Defeso";
"MA";"12/2020";"8.094.480,34";"Seguro Defeso";
"MG";"12/2021";"8.098.213,60";"Seguro Defeso";
"MG";"12/2017";"8.107.835,37";"Seguro Defeso";
"CE";"10/2020";"8.117.560,00";"Seguro Defeso";
"SC";"05/2019";"8.132.990,98";"Seguro Defeso";
"MT";"01/2017";"8.147.039,35";"Seguro Defeso";
"ES";"01/2023";"8.202.386,17";"Seguro Defeso";
"AC";"01/2020";"8.214.237,87";"Seguro Defeso";
"PB";"05/2016";"8.255.540,00";"Garantia-Safra";
"SC";"02/2023";"8.298.031,05";"Seguro Defeso";
"CE";"01/2021";"8.309.940,00";"Garantia-Safra";
"PI";"12/2022";"8.336.225,83";"Seguro Defeso";
"RO";"03/2022";"8.336.278,40";"Seguro Defeso";
"RN";"02/2022";"8.341.900,00";"Garantia-Safra";
"PE";"03/2022";"8.369.890,79";"Seguro Defeso";
"MT";"03/2017";"8.372.633,00";"Seguro Defeso";
"PE";"03/2023";"8.382.174,94";"Seguro Defeso";
"PA";"10/2016";"8.409.502,87";"Seguro Defeso";
"SE";"06/2021";"8.436.084,60";"Seguro Defeso";
"AP";"04/2020";"8.447.448,20";"Seguro Defeso";
"RN";"01/2022";"8.454.569,73";"Seguro Defeso";
"RN";"03/2022";"8.466.340,00";"Garantia-Safra";
"AC";"02/2022";"8.482.978,27";"Seguro Defeso";
"PA";"11/2017";"8.490.748,97";"Seguro Defeso";
"ES";"01/2021";"8.498.745,00";"Auxílio Emergencial";
"BA";"06/2017";"8.501.804,00";"Seguro Defeso";
"PI";"10/2018";"8.527.877,12";"Seguro Defeso";
"PI";"05/2020";"8.603.539,97";"Seguro Defeso";
"PB";"04/2019";"8.639.756,90";"Seguro Defeso";
"RJ";"03/2022";"8.645.087,95";"Seguro Defeso";
"PB";"05/2023";"8.669.413,19";"Seguro Defeso";
"AC";"03/2020";"8.682.048,47";"Seguro Defeso";
"AP";"03/2020";"8.685.542,43";"Seguro Defeso";
"RS";"02/2021";"8.686.145,52";"Seguro Defeso";
"AM";"05/2018";"8.686.860,49";"Seguro Defeso";
"TO";"03/2021";"8.691.665,60";"Seguro Defeso";
"AM";"08/2022";"8.701.115,22";"Seguro Defeso";
"RR";"02/2016";"8.703.216,00";"Bolsa Família";
"MT";"02/2019";"8.705.554,00";"Seguro Defeso";
"RR";"01/2016";"8.712.600,00";"Bolsa Família";
"AP";"04/2021";"8.720.800,08";"Seguro Defeso";
"BA";"07/2022";"8.770.300,00";"Garantia-Safra";
"PA";"10/2017";"8.794.810,84";"Seguro Defeso";
"RJ";"02/2021";"8.798.009,00";"Auxílio Emergencial";
"PB";"06/2017";"8.824.700,00";"Garantia-Safra";
"RR";"07/2017";"8.846.464,00";"Bolsa Família";
"MA";"06/2017";"8.856.356,27";"Seguro Defeso";
"AL";"01/2022";"8.861.793,33";"Seguro Defeso";
"TO";"02/2016";"8.866.395,92";"Seguro Defeso";
"BA";"02/2021";"8.874.510,00";"Garantia-Safra";
"PI";"06/2019";"8.879.751,00";"Seguro Defeso";
"SC";"04/2019";"8.898.770,69";"Seguro Defeso";
"RR";"03/2016";"8.907.403,00";"Bolsa Família";
"RR";"11/2017";"8.914.579,00";"Bolsa Família";
"RR";"04/2018";"8.926.708,00";"Bolsa Família";
"RR";"12/2017";"8.955.134,00";"Bolsa Família";
"RR";"04/2016";"8.968.104,00";"Bolsa Família";
"RR";"05/2016";"8.983.935,00";"Bolsa Família";
"RN";"03/2016";"8.994.020,00";"Garantia-Safra";
"RR";"09/2017";"8.996.698,00";"Bolsa Família";
"MT";"02/2023";"9.023.089,21";"Seguro Defeso";
"AC";"02/2020";"9.023.517,54";"Seguro Defeso";
"MG";"02/2021";"9.036.135,00";"Auxílio Emergencial";
"BA";"10/2019";"9.041.272,77";"Seguro Defeso";
"AP";"02/2020";"9.044.792,39";"Seguro Defeso";
"RR";"06/2016";"9.047.047,00";"Bolsa Família";
"BA";"09/2020";"9.055.561,17";"Seguro Defeso";
"RR";"10/2017";"9.061.283,00";"Bolsa Família";
"RR";"01/2018";"9.063.988,00";"Bolsa Família";
"RR";"02/2018";"9.113.720,00";"Bolsa Família";
"RR";"05/2018";"9.116.447,00";"Bolsa Família";
"BA";"09/2022";"9.116.506,71";"Seguro Defeso";
"RR";"06/2018";"9.154.240,00";"Bolsa Família";
"RN";"02/2017";"9.158.354,24";"Seguro Defeso";
"SC";"04/2021";"9.179.701,12";"Seguro Defeso";
"AM";"04/2022";"9.208.458,00";"Auxílio Emergencial";
"RR";"08/2017";"9.223.132,00";"Bolsa Família";
"RR";"03/2018";"9.230.213,00";"Bolsa Família";
"PI";"03/2016";"9.262.110,00";"Garantia-Safra";
"CE";"02/2017";"9.289.310,00";"Garantia-Safra";
"AP";"04/2019";"9.295.268,05";"Seguro Defeso";
"RO";"04/2018";"9.353.016,00";"Seguro Defeso";
"PE";"01/2021";"9.371.091,00";"Auxílio Emergencial";
"PI";"04/2018";"9.377.085,98";"Seguro Defeso";
"SP";"01/2020";"9.393.773,96";"Seguro Defeso";
"SE";"09/2019";"9.435.355,34";"Seguro Defeso";
"BA";"09/2017";"9.448.824,28";"Seguro Defeso";
"CE";"03/2017";"9.480.730,00";"Garantia-Safra";
"RR";"06/2017";"9.558.937,00";"Bolsa Família";
"AC";"02/2021";"9.563.804,00";"Seguro Defeso";
"CE";"05/2019";"9.568.527,60";"Seguro Defeso";
"RR";"05/2017";"9.596.459,00";"Bolsa Família";
"SP";"02/2018";"9.601.172,28";"Seguro Defeso";
"BA";"08/2016";"9.660.887,47";"Seguro Defeso";
"SC";"03/2022";"9.675.921,86";"Seguro Defeso";
"MT";"01/2018";"9.683.503,82";"Seguro Defeso";
"RR";"04/2017";"9.692.696,00";"Bolsa Família";
"RR";"01/2017";"9.694.704,00";"Bolsa Família";
"BA";"04/2016";"9.722.810,00";"Garantia-Safra";
"RR";"03/2017";"9.729.963,00";"Bolsa Família";
"RR";"11/2016";"9.730.225,00";"Bolsa Família";
"RR";"11/2019";"9.737.335,00";"Bolsa Família";
"RR";"12/2019";"9.751.556,00";"Bolsa Família";
"RR";"07/2018";"9.779.040,00";"Bolsa Família";
"RR";"01/2020";"9.783.196,00";"Bolsa Família";
"CE";"02/2021";"9.793.700,00";"Garantia-Safra";
"RR";"02/2017";"9.821.827,00";"Bolsa Família";
"RR";"12/2016";"9.824.455,00";"Bolsa Família";
"RN";"04/2019";"9.829.577,77";"Seguro Defeso";
"RR";"03/2020";"9.833.483,00";"Bolsa Família";
"RR";"01/2019";"9.834.124,00";"Bolsa Família";
"RR";"02/2020";"9.834.305,00";"Bolsa Família";
"SP";"04/2019";"9.837.247,05";"Seguro Defeso";
"PB";"02/2018";"9.859.561,00";"Seguro Defeso";
"BA";"09/2021";"9.861.834,18";"Seguro Defeso";
"AL";"03/2016";"9.862.225,23";"Seguro Defeso";
"RR";"10/2016";"9.870.217,00";"Bolsa Família";
"RR";"02/2019";"9.882.969,00";"Bolsa Família";
"RR";"10/2019";"9.892.802,00";"Bolsa Família";
"RR";"09/2018";"9.911.164,00";"Bolsa Família";
"RR";"08/2018";"9.915.713,00";"Bolsa Família";
"AL";"01/2023";"9.915.954,48";"Seguro Defeso";
"AP";"04/2022";"9.938.377,63";"Seguro Defeso";
"CE";"11/2020";"9.951.535,00";"Seguro Defeso";
"RR";"09/2019";"9.965.471,00";"Bolsa Família";
"RR";"09/2016";"9.966.791,00";"Bolsa Família";
"RR";"12/2018";"9.974.460,00";"Bolsa Família";
"AM";"12/2020";"10.023.582,20";"Seguro Defeso";
"RR";"10/2018";"10.079.706,00";"Bolsa Família";
"RR";"03/2019";"10.083.859,00";"Bolsa Família";
"RN";"03/2019";"10.089.142,80";"Seguro Defeso";
"RR";"07/2019";"10.102.818,00";"Bolsa Família";
"RR";"06/2019";"10.131.527,00";"Bolsa Família";
"RR";"04/2019";"10.132.893,00";"Bolsa Família";
"RR";"08/2019";"10.159.867,00";"Bolsa Família";
"RR";"07/2016";"10.184.922,00";"Bolsa Família";
"CE";"04/2021";"10.187.035,48";"Seguro Defeso";
"PI";"12/2016";"10.191.330,00";"Garantia-Safra";
"CE";"02/2022";"10.195.750,00";"Garantia-Safra";
"RR";"08/2016";"10.216.557,00";"Bolsa Família";
"RR";"11/2018";"10.226.047,00";"Bolsa Família";
"PA";"09/2019";"10.245.067,03";"Seguro Defeso";
"SP";"03/2019";"10.302.383,29";"Seguro Defeso";
"PB";"05/2017";"10.320.020,00";"Garantia-Safra";
"MG";"03/2019";"10.326.061,45";"Seguro Defeso";
"AC";"03/2023";"10.341.977,40";"Seguro Defeso";
"PE";"06/2019";"10.355.380,00";"Garantia-Safra";
"MA";"07/2017";"10.359.721,38";"Seguro Defeso";
"RR";"05/2019";"10.372.027,00";"Bolsa Família";
"RN";"05/2018";"10.395.816,18";"Seguro Defeso";
"PB";"05/2020";"10.419.579,21";"Seguro Defeso";
"BA";"08/2023";"10.447.318,65";"Seguro Defeso";
"PA";"01/2021";"10.451.988,00";"Auxílio Emergencial";
"SC";"02/2016";"10.461.051,19";"Seguro Defeso";
"MT";"02/2017";"10.505.858,00";"Seguro Defeso";
"SP";"01/2022";"10.522.841,63";"Seguro Defeso";
"CE";"06/2022";"10.564.903,00";"Seguro Defeso";
"SP";"02/2017";"10.592.208,41";"Seguro Defeso";
"CE";"05/2023";"10.600.616,48";"Seguro Defeso";
"MG";"07/2020";"10.604.260,00";"Garantia-Safra";
"PB";"01/2020";"10.655.983,50";"Seguro Defeso";
"AL";"01/2017";"10.690.317,85";"Seguro Defeso";
"PI";"05/2019";"10.697.573,57";"Seguro Defeso";
"PE";"01/2017";"10.698.950,00";"Garantia-Safra";
"SP";"01/2023";"10.734.447,97";"Seguro Defeso";
"AM";"05/2020";"10.744.011,30";"Seguro Defeso";
"PI";"01/2023";"10.763.550,00";"Garantia-Safra";
"PB";"02/2020";"10.770.732,52";"Seguro Defeso";
"PI";"07/2022";"10.775.258,14";"Seguro Defeso";
"PB";"06/2021";"10.789.009,97";"Seguro Defeso";
"BA";"01/2021";"10.838.224,16";"Seguro Defeso";
"MA";"01/2021";"10.841.894,07";"Seguro Defeso";
"BA";"06/2016";"10.857.547,66";"Seguro Defeso";
"MA";"11/2019";"10.879.369,50";"Seguro Defeso";
"CE";"03/2016";"10.897.340,00";"Garantia-Safra";
"RR";"10/2021";"10.916.922,00";"Bolsa Família";
"SC";"04/2018";"10.917.418,64";"Seguro Defeso";
"RR";"08/2021";"10.942.118,00";"Bolsa Família";
"RR";"09/2021";"10.942.825,00";"Bolsa Família";
"RR";"06/2021";"10.948.989,00";"Bolsa Família";
"RR";"07/2021";"10.953.818,00";"Bolsa Família";
"RR";"02/2021";"10.972.005,00";"Bolsa Família";
"RR";"04/2021";"10.975.172,00";"Bolsa Família";
"RR";"05/2021";"10.975.308,00";"Bolsa Família";
"RR";"03/2021";"10.987.323,00";"Bolsa Família";
"SP";"03/2020";"10.992.293,06";"Seguro Defeso";
"SC";"01/2021";"11.023.959,00";"Auxílio Emergencial";
"SE";"04/2023";"11.038.225,44";"Seguro Defeso";
"DF";"03/2016";"11.054.730,00";"Bolsa Família";
"PR";"04/2022";"11.078.444,00";"Auxílio Emergencial";
"SP";"01/2017";"11.086.472,73";"Seguro Defeso";
"MG";"07/2023";"11.095.542,38";"Seguro Defeso";
"BA";"09/2019";"11.095.900,00";"Garantia-Safra";
"RO";"12/2019";"11.116.510,00";"Bolsa Família";
"RR";"04/2020";"11.123.272,00";"Bolsa Família";
"RR";"06/2020";"11.134.260,00";"Bolsa Família";
"AC";"01/2022";"11.137.002,00";"Auxílio Emergencial";
"RO";"11/2019";"11.137.371,00";"Bolsa Família";
"RR";"05/2020";"11.143.933,00";"Bolsa Família";
"CE";"01/2021";"11.170.124,00";"Auxílio Emergencial";
"PI";"03/2018";"11.197.126,88";"Seguro Defeso";
"SP";"03/2018";"11.225.091,44";"Seguro Defeso";
"PI";"01/2017";"11.227.990,00";"Garantia-Safra";
"SE";"02/2019";"11.238.471,30";"Seguro Defeso";
"DF";"06/2016";"11.243.123,00";"Bolsa Família";
"CE";"06/2019";"11.246.512,09";"Seguro Defeso";
"RR";"01/2021";"11.252.137,00";"Bolsa Família";
"DF";"04/2016";"11.253.419,00";"Bolsa Família";
"DF";"05/2016";"11.257.634,00";"Bolsa Família";
"RR";"08/2020";"11.294.026,00";"Bolsa Família";
"RR";"07/2020";"11.300.057,00";"Bolsa Família";
"AL";"03/2020";"11.305.152,67";"Seguro Defeso";
"RR";"12/2020";"11.319.734,00";"Bolsa Família";
"RR";"11/2020";"11.323.133,00";"Bolsa Família";
"PI";"04/2021";"11.323.330,54";"Seguro Defeso";
"RR";"10/2020";"11.323.812,00";"Bolsa Família";
"RR";"09/2020";"11.341.556,00";"Bolsa Família";
"SC";"03/2016";"11.342.516,83";"Seguro Defeso";
"PA";"01/2016";"11.373.697,08";"Seguro Defeso";
"MG";"01/2023";"11.391.984,63";"Seguro Defeso";
"PB";"01/2022";"11.400.370,00";"Garantia-Safra";
"RO";"02/2020";"11.401.776,00";"Bolsa Família";
"AL";"01/2020";"11.410.944,87";"Seguro Defeso";
"PI";"09/2018";"11.428.168,95";"Seguro Defeso";
"RO";"03/2020";"11.433.513,00";"Bolsa Família";
"RO";"01/2020";"11.459.692,00";"Bolsa Família";
"CE";"07/2022";"11.487.388,17";"Seguro Defeso";
"AL";"04/2018";"11.502.964,51";"Seguro Defeso";
"AL";"02/2017";"11.530.154,68";"Seguro Defeso";
"SC";"03/2021";"11.541.604,54";"Seguro Defeso";
"BA";"11/2018";"11.551.625,36";"Seguro Defeso";
"RO";"10/2019";"11.552.379,00";"Bolsa Família";
"AC";"02/2023";"11.572.176,00";"Seguro Defeso";
"PE";"03/2023";"11.588.900,00";"Garantia-Safra";
"SC";"04/2017";"11.593.588,05";"Seguro Defeso";
"RO";"09/2019";"11.596.643,00";"Bolsa Família";
"PE";"04/2017";"11.606.920,00";"Garantia-Safra";
"MT";"02/2016";"11.657.464,98";"Seguro Defeso";
"AP";"02/2016";"11.695.184,00";"Bolsa Família";
"AP";"03/2016";"11.711.120,00";"Bolsa Família";
"PB";"01/2023";"11.713.208,75";"Seguro Defeso";
"AP";"01/2016";"11.727.285,00";"Bolsa Família";
"AP";"05/2016";"11.762.900,00";"Bolsa Família";
"AP";"04/2016";"11.769.198,00";"Bolsa Família";
"DF";"02/2016";"11.798.454,00";"Bolsa Família";
"AP";"06/2016";"11.836.328,00";"Bolsa Família";
"PI";"02/2017";"11.860.050,00";"Garantia-Safra";
"MG";"02/2020";"11.869.946,31";"Seguro Defeso";
"AC";"03/2022";"11.874.552,06";"Seguro Defeso";
"PE";"02/2017";"11.879.770,00";"Garantia-Safra";
"AM";"11/2021";"11.893.073,59";"Seguro Defeso";
"BA";"01/2022";"11.895.580,00";"Garantia-Safra";
"RO";"08/2019";"11.912.886,00";"Bolsa Família";
"DF";"01/2016";"11.923.719,00";"Bolsa Família";
"RO";"04/2018";"11.924.119,00";"Bolsa Família";
"AL";"03/2017";"11.927.062,11";"Seguro Defeso";
"BA";"06/2021";"11.933.660,00";"Garantia-Safra";
"DF";"06/2018";"11.949.954,00";"Bolsa Família";
"PE";"04/2020";"11.968.680,00";"Garantia-Safra";
"RO";"07/2019";"11.981.233,00";"Bolsa Família";
"DF";"01/2019";"12.013.474,00";"Bolsa Família";
"SC";"04/2023";"12.023.035,46";"Seguro Defeso";
"AL";"02/2021";"12.045.042,77";"Seguro Defeso";
"RO";"06/2018";"12.049.717,00";"Bolsa Família";
"RO";"05/2018";"12.052.432,00";"Bolsa Família";
"MA";"12/2019";"12.072.947,66";"Seguro Defeso";
"SE";"03/2016";"12.103.677,61";"Seguro Defeso";
"SE";"05/2023";"12.109.256,17";"Seguro Defeso";
"DF";"01/2020";"12.109.549,00";"Bolsa Família";
"DF";"11/2019";"12.110.463,00";"Bolsa Família";
"RO";"01/2019";"12.118.141,00";"Bolsa Família";
"RO";"06/2019";"12.119.356,00";"Bolsa Família";
"PE";"03/2016";"12.144.800,00";"Garantia-Safra";
"MA";"10/2018";"12.150.850,57";"Seguro Defeso";
"DF";"07/2017";"12.155.679,00";"Bolsa Família";
"RO";"02/2019";"12.169.696,00";"Bolsa Família";
"DF";"02/2019";"12.182.160,00";"Bolsa Família";
"BA";"10/2019";"12.196.480,00";"Garantia-Safra";
"SP";"03/2017";"12.197.944,80";"Seguro Defeso";
"RO";"02/2021";"12.217.759,00";"Bolsa Família";
"CE";"04/2020";"12.219.297,00";"Seguro Defeso";
"DF";"02/2020";"12.252.614,00";"Bolsa Família";
"RO";"07/2017";"12.252.849,00";"Bolsa Família";
"PI";"07/2018";"12.271.315,89";"Seguro Defeso";
"AC";"03/2021";"12.273.821,88";"Seguro Defeso";
"PE";"01/2018";"12.283.520,00";"Garantia-Safra";
"DF";"12/2019";"12.284.381,00";"Bolsa Família";
"RO";"03/2019";"12.294.643,00";"Bolsa Família";
"RO";"04/2019";"12.300.288,00";"Bolsa Família";
"MA";"04/2022";"12.307.553,00";"Auxílio Emergencial";
"RO";"06/2020";"12.321.323,00";"Bolsa Família";
"RO";"04/2020";"12.332.313,00";"Bolsa Família";
"RO";"03/2018";"12.340.125,00";"Bolsa Família";
"RO";"03/2021";"12.347.485,00";"Bolsa Família";
"RO";"05/2020";"12.349.826,00";"Bolsa Família";
"RO";"10/2021";"12.355.379,00";"Bolsa Família";
"RO";"02/2018";"12.355.862,00";"Bolsa Família";
"SC";"03/2023";"12.359.114,26";"Seguro Defeso";
"BA";"07/2023";"12.364.284,21";"Seguro Defeso";
"AL";"02/2022";"12.388.733,18";"Seguro Defeso";
"RO";"11/2017";"12.391.272,00";"Bolsa Família";
"RO";"06/2021";"12.397.932,00";"Bolsa Família";
"RO";"01/2018";"12.398.420,00";"Bolsa Família";
"DF";"04/2018";"12.400.467,00";"Bolsa Família";
"RO";"09/2021";"12.405.405,00";"Bolsa Família";
"RO";"07/2021";"12.407.950,00";"Bolsa Família";
"RO";"08/2021";"12.408.800,00";"Bolsa Família";
"RO";"09/2017";"12.411.721,00";"Bolsa Família";
"DF";"09/2017";"12.415.295,00";"Bolsa Família";
"SE";"05/2016";"12.415.875,13";"Seguro Defeso";
"DF";"05/2018";"12.420.713,00";"Bolsa Família";
"RO";"12/2017";"12.421.276,00";"Bolsa Família";
"DF";"04/2019";"12.428.435,00";"Bolsa Família";
"Inválido";"02/2020";"12.444.913,72";"BPC";
"RO";"05/2021";"12.446.879,00";"Bolsa Família";
"RO";"04/2021";"12.446.967,00";"Bolsa Família";
"DF";"09/2019";"12.459.837,00";"Bolsa Família";
"RO";"05/2019";"12.461.625,00";"Bolsa Família";
"DF";"09/2018";"12.494.225,00";"Bolsa Família";
"DF";"08/2017";"12.501.304,00";"Bolsa Família";
"RO";"10/2017";"12.503.032,00";"Bolsa Família";
"SE";"03/2017";"12.509.910,89";"Seguro Defeso";
"BA";"12/2017";"12.535.490,00";"Seguro Defeso";
"AC";"03/2017";"12.545.382,67";"Seguro Defeso";
"DF";"06/2017";"12.563.397,00";"Bolsa Família";
"DF";"05/2017";"12.575.427,00";"Bolsa Família";
"BA";"05/2018";"12.576.940,00";"Garantia-Safra";
"DF";"10/2019";"12.583.058,00";"Bolsa Família";
"RO";"12/2018";"12.584.145,00";"Bolsa Família";
"SP";"02/2022";"12.594.118,48";"Seguro Defeso";
"MG";"01/2022";"12.606.539,02";"Seguro Defeso";
"DF";"10/2017";"12.608.654,00";"Bolsa Família";
"RR";"11/2021";"12.616.737,00";"Auxílio Brasil";
"DF";"11/2017";"12.618.924,00";"Bolsa Família";
"BA";"06/2022";"12.628.960,84";"Seguro Defeso";
"DF";"07/2018";"12.639.744,00";"Bolsa Família";
"RO";"09/2018";"12.644.971,00";"Bolsa Família";
"DF";"03/2019";"12.650.161,00";"Bolsa Família";
"RR";"12/2021";"12.656.787,00";"Auxílio Brasil";
"DF";"01/2017";"12.683.244,00";"Bolsa Família";
"SP";"02/2021";"12.697.850,00";"Auxílio Emergencial";
"DF";"12/2018";"12.720.508,00";"Bolsa Família";
"RN";"02/2022";"12.720.938,29";"Seguro Defeso";
"RO";"10/2018";"12.739.112,00";"Bolsa Família";
"RO";"07/2018";"12.741.198,00";"Bolsa Família";
"BA";"03/2023";"12.754.250,00";"Garantia-Safra";
"RO";"08/2017";"12.763.643,00";"Bolsa Família";
"RR";"12/2019";"12.768.426,88";"BPC";
"RR";"09/2019";"12.774.414,85";"BPC";
"DF";"08/2019";"12.777.293,00";"Bolsa Família";
"PR";"07/2022";"12.781.354,00";"Auxílio Emergencial";
"DF";"12/2017";"12.782.142,00";"Bolsa Família";
"DF";"07/2019";"12.785.097,00";"Bolsa Família";
"RR";"01/2022";"12.795.080,00";"Auxílio Emergencial";
"RR";"11/2019";"12.801.511,19";"BPC";
"RR";"08/2019";"12.812.359,91";"BPC";
"MG";"02/2019";"12.813.880,00";"Seguro Defeso";
"RR";"10/2019";"12.817.327,76";"BPC";
"RR";"07/2019";"12.825.313,10";"BPC";
"DF";"05/2019";"12.836.151,00";"Bolsa Família";
"SE";"06/2023";"12.842.225,24";"Seguro Defeso";
"DF";"08/2018";"12.851.306,00";"Bolsa Família";
"SE";"07/2022";"12.869.810,00";"Auxílio Emergencial";
"CE";"03/2023";"12.876.989,45";"Seguro Defeso";
"DF";"03/2017";"12.886.632,00";"Bolsa Família";
"AM";"05/2019";"12.908.769,74";"Seguro Defeso";
"RO";"08/2018";"12.908.857,00";"Bolsa Família";
"DF";"04/2017";"12.916.863,00";"Bolsa Família";
"RO";"11/2018";"12.923.341,00";"Bolsa Família";
"SP";"02/2021";"12.939.392,35";"Seguro Defeso";
"RO";"06/2017";"12.950.163,00";"Bolsa Família";
"PA";"09/2016";"12.966.238,90";"Seguro Defeso";
"GO";"07/2022";"12.968.500,00";"Auxílio Emergencial";
"RR";"06/2019";"12.969.026,58";"BPC";
"PB";"02/2017";"12.973.997,98";"Seguro Defeso";
"RR";"03/2019";"12.974.016,43";"BPC";
"DF";"03/2020";"12.980.104,00";"Bolsa Família";
