"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"PB";"01/2015";"12.002.825,00";"Garantia-Safra";
"PB";"05/2013";"12.007.940,00";"Garantia-Safra";
"PB";"07/2013";"12.049.520,00";"Garantia-Safra";
"PB";"04/2014";"12.113.270,00";"Garantia-Safra";
"BA";"07/2014";"12.129.469,61";"Seguro Defeso";
"PE";"10/2014";"12.130.010,00";"Garantia-Safra";
"AP";"03/2014";"12.178.462,09";"Seguro Defeso";
"PI";"06/2013";"12.187.400,00";"Garantia-Safra";
"DF";"08/2015";"12.220.229,00";"Bolsa Família";
"PB";"02/2014";"12.221.470,00";"Garantia-Safra";
"MG";"03/2013";"12.238.168,17";"Seguro Defeso";
"CE";"05/2014";"12.248.817,83";"Seguro Defeso";
"DF";"07/2015";"12.259.086,00";"Bolsa Família";
"DF";"03/2015";"12.380.693,00";"Bolsa Família";
"DF";"01/2015";"12.387.614,00";"Bolsa Família";
"DF";"02/2015";"12.394.156,00";"Bolsa Família";
"PI";"05/2013";"12.403.300,00";"Garantia-Safra";
"PE";"09/2014";"12.425.415,00";"Garantia-Safra";
"PE";"01/2013";"12.434.380,00";"Garantia-Safra";
"PI";"04/2013";"12.448.750,00";"Garantia-Safra";
"AL";"01/2013";"12.506.991,71";"Seguro Defeso";
"PE";"02/2013";"12.530.075,00";"Garantia-Safra";
"DF";"08/2014";"12.613.837,00";"Bolsa Família";
"DF";"10/2014";"12.622.220,00";"Bolsa Família";
"DF";"12/2014";"12.641.683,00";"Bolsa Família";
"DF";"09/2014";"12.658.304,00";"Bolsa Família";
"DF";"11/2014";"12.665.112,00";"Bolsa Família";
"RN";"01/2015";"12.693.339,82";"Seguro Defeso";
"DF";"07/2014";"12.727.123,00";"Bolsa Família";
"PE";"01/2015";"12.733.520,00";"Garantia-Safra";
"PB";"11/2014";"12.802.505,00";"Garantia-Safra";
"RN";"03/2014";"12.909.808,39";"Seguro Defeso";
"CE";"04/2013";"12.937.130,43";"Seguro Defeso";
"PI";"07/2013";"12.966.380,00";"Garantia-Safra";
"RN";"03/2015";"12.977.510,20";"Seguro Defeso";
"DF";"11/2015";"13.001.531,00";"Bolsa Família";
"PB";"03/2013";"13.003.669,39";"Seguro Defeso";
"PB";"12/2014";"13.032.200,00";"Garantia-Safra";
"AM";"03/2015";"13.090.907,89";"Seguro Defeso";
"DF";"12/2015";"13.106.388,00";"Bolsa Família";
"AC";"01/2013";"13.156.316,00";"Bolsa Família";
"BA";"02/2015";"13.201.860,00";"Garantia-Safra";
"AC";"02/2013";"13.204.918,00";"Bolsa Família";
"DF";"10/2015";"13.278.408,00";"Bolsa Família";
"DF";"06/2014";"13.284.577,00";"Bolsa Família";
"PI";"03/2013";"13.349.060,00";"Garantia-Safra";
"DF";"09/2015";"13.631.107,00";"Bolsa Família";
"CE";"09/2014";"13.755.925,00";"Garantia-Safra";
"PI";"11/2015";"13.782.750,00";"Garantia-Safra";
"SE";"02/2015";"13.799.168,65";"Seguro Defeso";
"PE";"06/2013";"13.855.930,00";"Garantia-Safra";
"AP";"02/2014";"13.869.626,91";"Seguro Defeso";
"PE";"04/2013";"13.952.520,00";"Garantia-Safra";
"PE";"05/2013";"13.990.200,00";"Garantia-Safra";
"PE";"07/2013";"13.990.420,00";"Garantia-Safra";
"BA";"12/2013";"14.220.330,00";"Garantia-Safra";
"AC";"04/2013";"14.267.592,00";"Bolsa Família";
"AC";"03/2013";"14.324.476,00";"Bolsa Família";
"MG";"01/2014";"14.452.272,77";"Seguro Defeso";
"PI";"04/2014";"14.494.665,00";"Garantia-Safra";
"AC";"05/2013";"14.591.218,00";"Bolsa Família";
"PI";"12/2013";"14.632.215,00";"Garantia-Safra";
"AC";"06/2013";"14.716.068,00";"Bolsa Família";
"PE";"11/2013";"14.754.760,00";"Garantia-Safra";
"MA";"05/2014";"14.836.803,86";"Seguro Defeso";
"PI";"01/2014";"14.887.715,00";"Garantia-Safra";
"AL";"01/2014";"14.946.598,55";"Seguro Defeso";
"PE";"01/2014";"15.034.575,00";"Garantia-Safra";
"AC";"07/2013";"15.093.626,00";"Bolsa Família";
"PB";"02/2015";"15.109.164,05";"Seguro Defeso";
"PA";"09/2015";"15.184.773,12";"Seguro Defeso";
"AC";"08/2013";"15.221.692,00";"Bolsa Família";
"PI";"11/2013";"15.268.650,00";"Garantia-Safra";
"BA";"06/2015";"15.281.335,00";"Garantia-Safra";
"AC";"09/2013";"15.348.612,00";"Bolsa Família";
"PI";"10/2014";"15.366.470,00";"Garantia-Safra";
"RO";"11/2015";"15.388.869,00";"Bolsa Família";
"PE";"03/2013";"15.400.500,00";"Garantia-Safra";
"AC";"11/2013";"15.429.274,00";"Bolsa Família";
"AC";"10/2013";"15.444.288,00";"Bolsa Família";
"RO";"12/2015";"15.459.857,00";"Bolsa Família";
"MA";"07/2014";"15.544.251,58";"Seguro Defeso";
"PE";"04/2014";"15.580.910,00";"Garantia-Safra";
"PI";"02/2014";"15.619.015,00";"Garantia-Safra";
"AP";"02/2015";"15.717.449,94";"Seguro Defeso";
"PI";"11/2014";"15.809.420,00";"Garantia-Safra";
"RO";"10/2015";"15.832.196,00";"Bolsa Família";
"PI";"01/2015";"15.927.230,00";"Garantia-Safra";
"PI";"12/2014";"15.933.850,00";"Garantia-Safra";
"RO";"09/2015";"16.004.934,00";"Bolsa Família";
"PA";"07/2015";"16.050.027,77";"Seguro Defeso";
"RO";"02/2013";"16.120.690,00";"Bolsa Família";
"AC";"01/2014";"16.121.592,00";"Bolsa Família";
"AC";"12/2013";"16.150.692,00";"Bolsa Família";
"MG";"03/2014";"16.199.400,37";"Seguro Defeso";
"RO";"05/2014";"16.202.658,00";"Bolsa Família";
"AC";"03/2014";"16.236.108,00";"Bolsa Família";
"AC";"02/2014";"16.279.614,00";"Bolsa Família";
"AC";"05/2014";"16.291.138,00";"Bolsa Família";
"AC";"04/2014";"16.345.668,00";"Bolsa Família";
"RO";"08/2015";"16.405.698,00";"Bolsa Família";
"MG";"01/2013";"16.418.298,50";"Seguro Defeso";
"RO";"04/2014";"16.419.982,00";"Bolsa Família";
"RO";"03/2014";"16.458.768,00";"Bolsa Família";
"RO";"01/2013";"16.461.952,00";"Bolsa Família";
"RO";"01/2014";"16.537.790,00";"Bolsa Família";
"RO";"02/2014";"16.595.104,00";"Bolsa Família";
"RO";"06/2013";"16.602.178,00";"Bolsa Família";
"RO";"07/2015";"16.614.018,00";"Bolsa Família";
"CE";"09/2015";"16.693.320,00";"Garantia-Safra";
"RO";"04/2013";"16.728.640,00";"Bolsa Família";
"PI";"12/2015";"16.738.925,00";"Garantia-Safra";
"RO";"06/2015";"16.740.528,00";"Bolsa Família";
"RO";"05/2013";"16.741.232,00";"Bolsa Família";
"RO";"11/2013";"16.754.700,00";"Bolsa Família";
"BA";"06/2013";"16.787.658,80";"Seguro Defeso";
"PI";"03/2014";"16.814.650,00";"Garantia-Safra";
"PE";"02/2014";"16.846.050,00";"Garantia-Safra";
"RO";"05/2015";"16.856.523,00";"Bolsa Família";
"RO";"10/2013";"16.892.302,00";"Bolsa Família";
"RO";"04/2015";"16.896.489,00";"Bolsa Família";
"SE";"01/2014";"16.897.428,89";"Seguro Defeso";
"RO";"03/2013";"16.937.156,00";"Bolsa Família";
"RO";"09/2013";"16.946.352,00";"Bolsa Família";
"RO";"08/2013";"16.948.312,00";"Bolsa Família";
"RO";"07/2013";"16.960.652,00";"Bolsa Família";
"RO";"12/2013";"16.976.094,00";"Bolsa Família";
"PE";"12/2013";"17.087.050,00";"Garantia-Safra";
"RN";"01/2014";"17.250.065,00";"Garantia-Safra";
"SE";"01/2013";"17.312.726,30";"Seguro Defeso";
"RO";"03/2015";"17.357.863,00";"Bolsa Família";
"PE";"11/2014";"17.382.160,00";"Garantia-Safra";
"RO";"02/2015";"17.407.294,00";"Bolsa Família";
"PE";"03/2014";"17.479.655,00";"Garantia-Safra";
"RO";"01/2015";"17.484.220,00";"Bolsa Família";
"MG";"03/2015";"17.557.470,58";"Seguro Defeso";
"RO";"12/2014";"17.828.767,00";"Bolsa Família";
"PA";"07/2013";"17.848.120,92";"Seguro Defeso";
"BA";"02/2013";"17.946.138,75";"Seguro Defeso";
"PI";"03/2014";"17.978.480,00";"Seguro Defeso";
"RO";"11/2014";"18.100.144,00";"Bolsa Família";
"RO";"10/2014";"18.118.137,00";"Bolsa Família";
"RO";"09/2014";"18.281.458,00";"Bolsa Família";
"RO";"08/2014";"18.305.522,00";"Bolsa Família";
"RO";"06/2014";"18.329.260,00";"Bolsa Família";
"MA";"06/2015";"18.340.078,73";"Seguro Defeso";
"AC";"08/2015";"18.437.500,00";"Bolsa Família";
"AC";"04/2015";"18.516.976,00";"Bolsa Família";
"AC";"07/2015";"18.565.640,00";"Bolsa Família";
"AC";"01/2015";"18.571.422,00";"Bolsa Família";
"AC";"05/2015";"18.574.949,00";"Bolsa Família";
"AC";"06/2015";"18.578.699,00";"Bolsa Família";
"AC";"06/2014";"18.589.795,00";"Bolsa Família";
"PE";"11/2015";"18.600.720,00";"Garantia-Safra";
"AC";"08/2014";"18.600.873,00";"Bolsa Família";
"AC";"11/2015";"18.612.200,00";"Bolsa Família";
"AC";"02/2015";"18.645.795,00";"Bolsa Família";
"AC";"10/2014";"18.659.389,00";"Bolsa Família";
"AC";"12/2014";"18.666.421,00";"Bolsa Família";
"AC";"11/2014";"18.667.924,00";"Bolsa Família";
"AC";"03/2015";"18.668.761,00";"Bolsa Família";
"AC";"09/2015";"18.676.351,00";"Bolsa Família";
"AC";"09/2014";"18.680.818,00";"Bolsa Família";
"RO";"07/2014";"18.703.984,00";"Bolsa Família";
"AC";"12/2015";"18.729.642,00";"Bolsa Família";
"AC";"07/2014";"18.804.176,00";"Bolsa Família";
"AC";"10/2015";"18.879.625,00";"Bolsa Família";
"PB";"03/2013";"18.922.540,00";"Garantia-Safra";
"PI";"10/2013";"18.952.325,00";"Garantia-Safra";
"PB";"03/2014";"18.952.807,11";"Seguro Defeso";
"PI";"02/2013";"18.987.493,02";"Seguro Defeso";
"SC";"05/2014";"19.048.632,00";"Bolsa Família";
"SC";"11/2015";"19.187.253,00";"Bolsa Família";
"PI";"03/2013";"19.261.052,47";"Seguro Defeso";
"SC";"02/2013";"19.269.332,00";"Bolsa Família";
"SC";"04/2014";"19.381.150,00";"Bolsa Família";
"MS";"02/2013";"19.394.120,00";"Bolsa Família";
"BA";"09/2013";"19.394.815,00";"Garantia-Safra";
"AM";"04/2014";"19.404.923,65";"Seguro Defeso";
"MG";"12/2014";"19.431.881,20";"Seguro Defeso";
"SC";"03/2014";"19.479.688,00";"Bolsa Família";
"PE";"12/2014";"19.489.140,00";"Garantia-Safra";
"BA";"07/2015";"19.494.393,75";"Seguro Defeso";
"PE";"10/2013";"19.511.415,00";"Garantia-Safra";
"SC";"12/2015";"19.550.184,00";"Bolsa Família";
"SC";"01/2014";"19.681.462,00";"Bolsa Família";
"SC";"01/2013";"19.734.458,00";"Bolsa Família";
"SC";"04/2013";"19.781.232,00";"Bolsa Família";
"MS";"01/2013";"19.793.384,00";"Bolsa Família";
"SC";"02/2014";"19.814.822,00";"Bolsa Família";
"AL";"01/2015";"19.834.424,01";"Seguro Defeso";
"SC";"11/2013";"19.849.500,00";"Bolsa Família";
"SC";"10/2013";"19.881.824,00";"Bolsa Família";
"MS";"04/2013";"19.909.594,00";"Bolsa Família";
"SC";"09/2013";"19.990.898,00";"Bolsa Família";
"SC";"08/2013";"20.022.612,00";"Bolsa Família";
"SC";"10/2015";"20.023.258,00";"Bolsa Família";
"PE";"12/2015";"20.045.005,00";"Garantia-Safra";
"BA";"05/2013";"20.076.980,00";"Garantia-Safra";
"SC";"06/2013";"20.121.034,00";"Bolsa Família";
"MA";"12/2014";"20.211.884,40";"Seguro Defeso";
"SC";"05/2013";"20.223.606,00";"Bolsa Família";
"SC";"12/2013";"20.247.140,00";"Bolsa Família";
"SC";"07/2013";"20.278.566,00";"Bolsa Família";
"MS";"03/2013";"20.289.898,00";"Bolsa Família";
"PI";"01/2013";"20.318.888,10";"Seguro Defeso";
"MS";"06/2013";"20.345.348,00";"Bolsa Família";
"SC";"08/2015";"20.345.529,00";"Bolsa Família";
"SC";"05/2015";"20.352.283,00";"Bolsa Família";
"SC";"03/2013";"20.364.126,00";"Bolsa Família";
"SC";"04/2015";"20.380.254,00";"Bolsa Família";
"MS";"05/2013";"20.415.204,00";"Bolsa Família";
"SC";"06/2015";"20.423.524,00";"Bolsa Família";
"PI";"01/2014";"20.471.247,55";"Seguro Defeso";
"TO";"02/2013";"20.476.328,00";"Bolsa Família";
"SC";"07/2015";"20.562.824,00";"Bolsa Família";
"SC";"09/2015";"20.625.990,00";"Bolsa Família";
"SC";"03/2015";"20.685.532,00";"Bolsa Família";
"SE";"01/2015";"20.701.578,64";"Seguro Defeso";
"TO";"01/2013";"20.763.378,00";"Bolsa Família";
"MS";"07/2013";"20.779.876,00";"Bolsa Família";
"MS";"11/2013";"20.820.564,00";"Bolsa Família";
"MS";"08/2013";"20.835.538,00";"Bolsa Família";
"BA";"05/2014";"20.856.984,97";"Seguro Defeso";
"BA";"02/2014";"20.859.900,00";"Garantia-Safra";
"BA";"01/2013";"20.859.985,00";"Garantia-Safra";
"SC";"02/2015";"20.908.721,00";"Bolsa Família";
"MS";"09/2013";"20.946.992,00";"Bolsa Família";
"SC";"01/2015";"20.975.715,00";"Bolsa Família";
"MS";"10/2013";"21.007.974,00";"Bolsa Família";
"MS";"05/2014";"21.066.270,00";"Bolsa Família";
"MS";"01/2014";"21.142.182,00";"Bolsa Família";
"BA";"02/2013";"21.168.220,00";"Garantia-Safra";
"BA";"06/2013";"21.173.420,00";"Garantia-Safra";
"MS";"04/2014";"21.294.162,00";"Bolsa Família";
"SC";"10/2014";"21.344.897,00";"Bolsa Família";
"MS";"02/2014";"21.368.436,00";"Bolsa Família";
"MS";"03/2014";"21.373.174,00";"Bolsa Família";
"SC";"12/2014";"21.384.408,00";"Bolsa Família";
"BA";"04/2014";"21.390.115,00";"Garantia-Safra";
"TO";"04/2013";"21.475.710,00";"Bolsa Família";
"BA";"08/2013";"21.530.290,00";"Garantia-Safra";
"MS";"12/2013";"21.555.096,00";"Bolsa Família";
"SC";"09/2014";"21.557.773,00";"Bolsa Família";
"SC";"08/2014";"21.589.677,00";"Bolsa Família";
"SC";"11/2014";"21.612.596,00";"Bolsa Família";
"PA";"10/2013";"21.614.681,27";"Seguro Defeso";
"TO";"05/2014";"21.666.538,00";"Bolsa Família";
"TO";"03/2013";"21.687.944,00";"Bolsa Família";
"SC";"06/2014";"21.742.936,00";"Bolsa Família";
"TO";"05/2013";"21.770.790,00";"Bolsa Família";
"TO";"11/2013";"21.786.884,00";"Bolsa Família";
"TO";"06/2013";"21.810.366,00";"Bolsa Família";
"AM";"12/2013";"21.818.882,00";"Seguro Defeso";
"TO";"01/2014";"21.821.200,00";"Bolsa Família";
"TO";"08/2013";"21.835.162,00";"Bolsa Família";
"TO";"04/2014";"21.837.112,00";"Bolsa Família";
"TO";"09/2013";"21.892.222,00";"Bolsa Família";
"TO";"10/2013";"21.931.514,00";"Bolsa Família";
"TO";"03/2014";"21.941.558,00";"Bolsa Família";
"TO";"07/2013";"21.967.088,00";"Bolsa Família";
"TO";"02/2014";"21.971.252,00";"Bolsa Família";
"SC";"07/2014";"22.003.235,00";"Bolsa Família";
"MS";"08/2015";"22.011.624,00";"Bolsa Família";
"MS";"11/2015";"22.028.737,00";"Bolsa Família";
"BA";"10/2015";"22.102.577,37";"Seguro Defeso";
"MS";"07/2015";"22.187.388,00";"Bolsa Família";
"MS";"09/2015";"22.204.218,00";"Bolsa Família";
"TO";"12/2013";"22.217.994,00";"Bolsa Família";
"MS";"06/2015";"22.269.448,00";"Bolsa Família";
"MS";"12/2015";"22.280.246,00";"Bolsa Família";
"MS";"05/2015";"22.415.573,00";"Bolsa Família";
"MG";"01/2015";"22.488.873,63";"Seguro Defeso";
"TO";"11/2015";"22.516.381,00";"Bolsa Família";
"MS";"04/2015";"22.562.203,00";"Bolsa Família";
"MS";"10/2015";"22.663.122,00";"Bolsa Família";
"TO";"09/2015";"22.713.328,00";"Bolsa Família";
"PB";"03/2015";"22.749.111,28";"Seguro Defeso";
"TO";"12/2015";"22.784.304,00";"Bolsa Família";
"PI";"01/2015";"22.838.524,07";"Seguro Defeso";
"BA";"03/2014";"22.845.605,00";"Garantia-Safra";
"TO";"08/2015";"22.882.543,00";"Bolsa Família";
"TO";"10/2015";"22.972.217,00";"Bolsa Família";
"BA";"12/2013";"23.013.719,79";"Seguro Defeso";
"BA";"07/2015";"23.056.505,00";"Garantia-Safra";
"TO";"07/2015";"23.075.810,00";"Bolsa Família";
"TO";"06/2015";"23.156.708,00";"Bolsa Família";
"AM";"12/2014";"23.209.479,77";"Seguro Defeso";
"BA";"07/2013";"23.305.240,00";"Garantia-Safra";
"MS";"03/2015";"23.341.119,00";"Bolsa Família";
"TO";"05/2015";"23.349.351,00";"Bolsa Família";
"MS";"01/2015";"23.355.801,00";"Bolsa Família";
"BA";"02/2014";"23.371.838,05";"Seguro Defeso";
"TO";"04/2015";"23.404.353,00";"Bolsa Família";
"MS";"02/2015";"23.420.363,00";"Bolsa Família";
"CE";"02/2015";"23.420.645,00";"Garantia-Safra";
"MS";"12/2014";"23.639.554,00";"Bolsa Família";
"MS";"11/2014";"23.866.724,00";"Bolsa Família";
"MS";"10/2014";"23.893.728,00";"Bolsa Família";
"TO";"03/2015";"23.905.762,00";"Bolsa Família";
"MS";"09/2014";"23.949.557,00";"Bolsa Família";
"MS";"08/2014";"23.964.151,00";"Bolsa Família";
"TO";"01/2015";"24.019.365,00";"Bolsa Família";
"TO";"02/2015";"24.019.366,00";"Bolsa Família";
"MS";"06/2014";"24.069.106,00";"Bolsa Família";
"BA";"05/2015";"24.329.264,81";"Seguro Defeso";
"TO";"12/2014";"24.345.752,00";"Bolsa Família";
"MT";"02/2013";"24.388.277,00";"Bolsa Família";
"MS";"07/2014";"24.392.077,00";"Bolsa Família";
"TO";"11/2014";"24.434.919,00";"Bolsa Família";
"PA";"06/2015";"24.458.291,68";"Seguro Defeso";
"TO";"10/2014";"24.497.532,00";"Bolsa Família";
"TO";"06/2014";"24.556.114,00";"Bolsa Família";
"BA";"11/2015";"24.558.880,00";"Garantia-Safra";
"TO";"08/2014";"24.608.041,00";"Bolsa Família";
"TO";"09/2014";"24.613.694,00";"Bolsa Família";
"MT";"01/2013";"24.836.420,00";"Bolsa Família";
"MT";"04/2013";"25.068.873,00";"Bolsa Família";
"TO";"07/2014";"25.089.838,00";"Bolsa Família";
"PI";"02/2014";"25.169.210,61";"Seguro Defeso";
"ES";"02/2013";"25.228.658,00";"Bolsa Família";
"MT";"03/2013";"25.402.207,00";"Bolsa Família";
"BA";"11/2013";"25.465.265,00";"Garantia-Safra";
"CE";"01/2015";"25.509.330,00";"Garantia-Safra";
"MT";"05/2013";"25.569.407,00";"Bolsa Família";
"MT";"06/2013";"25.574.739,00";"Bolsa Família";
"ES";"05/2014";"25.654.468,00";"Bolsa Família";
"ES";"01/2013";"25.888.872,00";"Bolsa Família";
"MA";"05/2015";"25.900.509,79";"Seguro Defeso";
"MT";"05/2014";"25.997.406,00";"Bolsa Família";
"MT";"07/2013";"26.075.125,00";"Bolsa Família";
"BA";"10/2013";"26.108.157,86";"Seguro Defeso";
"MT";"01/2014";"26.122.608,00";"Bolsa Família";
"BA";"08/2014";"26.156.550,00";"Garantia-Safra";
"MT";"08/2013";"26.168.253,00";"Bolsa Família";
"ES";"11/2013";"26.178.368,00";"Bolsa Família";
"MT";"11/2013";"26.180.518,00";"Bolsa Família";
"MT";"03/2014";"26.245.098,00";"Bolsa Família";
"MT";"04/2014";"26.290.272,00";"Bolsa Família";
"ES";"10/2013";"26.318.464,00";"Bolsa Família";
"MT";"09/2013";"26.318.923,00";"Bolsa Família";
"ES";"04/2013";"26.323.526,00";"Bolsa Família";
"ES";"08/2013";"26.331.252,00";"Bolsa Família";
"MT";"10/2013";"26.350.911,00";"Bolsa Família";
"ES";"09/2013";"26.370.694,00";"Bolsa Família";
"ES";"01/2014";"26.378.748,00";"Bolsa Família";
"MT";"02/2014";"26.433.792,00";"Bolsa Família";
"ES";"04/2014";"26.464.660,00";"Bolsa Família";
"ES";"02/2014";"26.517.354,00";"Bolsa Família";
"ES";"06/2013";"26.519.624,00";"Bolsa Família";
"ES";"07/2013";"26.618.144,00";"Bolsa Família";
"ES";"03/2014";"26.658.502,00";"Bolsa Família";
"MT";"11/2015";"26.720.510,00";"Bolsa Família";
"MT";"12/2013";"26.744.582,00";"Bolsa Família";
"ES";"05/2013";"26.789.868,00";"Bolsa Família";
"ES";"03/2013";"26.830.684,00";"Bolsa Família";
"ES";"12/2013";"26.940.432,00";"Bolsa Família";
"MT";"12/2015";"27.043.489,00";"Bolsa Família";
"BA";"02/2015";"27.081.821,26";"Seguro Defeso";
"ES";"05/2015";"27.159.581,00";"Bolsa Família";
"ES";"06/2015";"27.232.108,00";"Bolsa Família";
"ES";"04/2015";"27.318.912,00";"Bolsa Família";
"MT";"09/2015";"27.443.754,00";"Bolsa Família";
"CE";"06/2013";"27.511.490,00";"Garantia-Safra";
"MT";"10/2015";"27.564.495,00";"Bolsa Família";
"CE";"02/2013";"27.587.710,00";"Garantia-Safra";
"ES";"08/2015";"27.656.933,00";"Bolsa Família";
"MT";"08/2015";"27.661.140,00";"Bolsa Família";
"ES";"11/2015";"27.749.709,00";"Bolsa Família";
"ES";"07/2015";"27.769.900,00";"Bolsa Família";
"MT";"07/2015";"27.878.007,00";"Bolsa Família";
"MT";"06/2015";"27.887.136,00";"Bolsa Família";
"BA";"04/2013";"27.896.400,00";"Garantia-Safra";
"MT";"05/2015";"28.003.564,00";"Bolsa Família";
"CE";"10/2014";"28.009.200,00";"Garantia-Safra";
"ES";"01/2015";"28.014.607,00";"Bolsa Família";
"ES";"03/2015";"28.037.444,00";"Bolsa Família";
"MT";"04/2015";"28.067.711,00";"Bolsa Família";
"ES";"02/2015";"28.122.689,00";"Bolsa Família";
"ES";"12/2015";"28.135.075,00";"Bolsa Família";
"BA";"09/2014";"28.206.270,00";"Garantia-Safra";
"ES";"12/2014";"28.455.280,00";"Bolsa Família";
"ES";"09/2015";"28.521.971,00";"Bolsa Família";
"ES";"10/2015";"28.566.735,00";"Bolsa Família";
"ES";"10/2014";"28.687.817,00";"Bolsa Família";
"ES";"08/2014";"28.818.392,00";"Bolsa Família";
"ES";"11/2014";"28.822.617,00";"Bolsa Família";
"ES";"09/2014";"28.854.007,00";"Bolsa Família";
"MT";"03/2015";"28.907.958,00";"Bolsa Família";
"MT";"01/2015";"28.980.223,00";"Bolsa Família";
"MT";"02/2015";"29.000.692,00";"Bolsa Família";
"ES";"06/2014";"29.240.534,00";"Bolsa Família";
"ES";"07/2014";"29.264.269,00";"Bolsa Família";
"MT";"12/2014";"29.384.155,00";"Bolsa Família";
"BA";"10/2014";"29.457.270,00";"Garantia-Safra";
"BA";"12/2014";"29.488.745,00";"Garantia-Safra";
"BA";"11/2014";"29.491.165,00";"Garantia-Safra";
"MT";"06/2014";"29.621.451,00";"Bolsa Família";
"MT";"11/2014";"29.643.725,00";"Bolsa Família";
"MT";"10/2014";"29.645.295,00";"Bolsa Família";
"MT";"09/2014";"29.750.534,00";"Bolsa Família";
"MT";"08/2014";"29.765.015,00";"Bolsa Família";
"MT";"07/2014";"30.206.923,00";"Bolsa Família";
"CE";"01/2013";"30.655.310,00";"Garantia-Safra";
"BA";"03/2013";"30.962.188,72";"Seguro Defeso";
"BA";"11/2013";"31.103.909,73";"Seguro Defeso";
"BA";"12/2015";"31.875.935,00";"Garantia-Safra";
"PA";"07/2014";"32.074.602,20";"Seguro Defeso";
"CE";"12/2014";"32.338.760,00";"Garantia-Safra";
"CE";"11/2014";"32.344.675,00";"Garantia-Safra";
"CE";"08/2013";"32.756.095,00";"Garantia-Safra";
"CE";"04/2013";"33.112.940,00";"Garantia-Safra";
"CE";"05/2013";"33.226.480,00";"Garantia-Safra";
"CE";"07/2013";"33.252.940,00";"Garantia-Safra";
"BA";"10/2014";"33.852.049,77";"Seguro Defeso";
"PI";"02/2015";"33.896.592,05";"Seguro Defeso";
"BA";"12/2015";"33.986.577,29";"Seguro Defeso";
"CE";"09/2013";"34.102.990,00";"Garantia-Safra";
"PA";"06/2013";"34.336.057,87";"Seguro Defeso";
"CE";"10/2015";"34.341.920,00";"Garantia-Safra";
"PA";"12/2014";"34.589.746,77";"Seguro Defeso";
"CE";"01/2014";"35.981.690,00";"Garantia-Safra";
"BA";"01/2014";"36.746.309,58";"Seguro Defeso";
"SE";"02/2013";"37.588.954,00";"Bolsa Família";
"BA";"12/2014";"37.682.179,76";"Seguro Defeso";
"SE";"01/2013";"37.691.074,00";"Bolsa Família";
"BA";"11/2014";"37.964.729,73";"Seguro Defeso";
"BA";"10/2013";"38.250.785,00";"Garantia-Safra";
"SE";"04/2013";"38.687.726,00";"Bolsa Família";
"CE";"03/2013";"38.743.460,00";"Garantia-Safra";
"SE";"05/2013";"38.983.658,00";"Bolsa Família";
"SE";"03/2013";"39.069.678,00";"Bolsa Família";
"SE";"06/2013";"39.097.512,00";"Bolsa Família";
"BA";"05/2013";"39.143.738,57";"Seguro Defeso";
"PA";"02/2013";"39.366.769,50";"Seguro Defeso";
"BA";"06/2015";"39.370.817,16";"Seguro Defeso";
"SE";"05/2014";"39.504.588,00";"Bolsa Família";
"SE";"07/2013";"39.548.978,00";"Bolsa Família";
"CE";"11/2015";"39.596.910,00";"Garantia-Safra";
"BA";"03/2014";"39.654.140,91";"Seguro Defeso";
"SE";"01/2014";"39.712.370,00";"Bolsa Família";
"SE";"02/2014";"39.793.860,00";"Bolsa Família";
"SE";"04/2014";"39.860.928,00";"Bolsa Família";
"SE";"03/2014";"39.925.464,00";"Bolsa Família";
"SE";"08/2013";"39.972.360,00";"Bolsa Família";
"SE";"11/2013";"40.097.814,00";"Bolsa Família";
"SE";"09/2013";"40.218.304,00";"Bolsa Família";
"SE";"12/2013";"40.260.614,00";"Bolsa Família";
"SE";"10/2013";"40.375.514,00";"Bolsa Família";
"BA";"01/2013";"40.647.489,17";"Seguro Defeso";
"SE";"11/2015";"41.148.569,00";"Bolsa Família";
"SE";"12/2015";"41.491.218,00";"Bolsa Família";
"CE";"11/2013";"41.545.955,00";"Garantia-Safra";
"SE";"10/2015";"41.639.736,00";"Bolsa Família";
"SE";"09/2015";"41.827.703,00";"Bolsa Família";
"CE";"10/2013";"42.218.020,00";"Garantia-Safra";
"CE";"12/2015";"42.329.905,00";"Garantia-Safra";
"BA";"11/2015";"42.646.993,10";"Seguro Defeso";
"SE";"08/2015";"42.754.344,00";"Bolsa Família";
"BA";"03/2015";"42.991.931,76";"Seguro Defeso";
"SE";"07/2015";"43.106.337,00";"Bolsa Família";
"SE";"06/2015";"43.151.066,00";"Bolsa Família";
"CE";"12/2013";"43.455.765,00";"Garantia-Safra";
"SE";"04/2015";"43.494.370,00";"Bolsa Família";
"SE";"05/2015";"43.497.708,00";"Bolsa Família";
"AM";"01/2014";"43.704.721,65";"Seguro Defeso";
"PA";"12/2013";"44.116.471,78";"Seguro Defeso";
"SE";"03/2015";"44.559.272,00";"Bolsa Família";
"SE";"01/2015";"44.600.231,00";"Bolsa Família";
"SE";"06/2014";"44.649.107,00";"Bolsa Família";
"SE";"02/2015";"44.670.813,00";"Bolsa Família";
"GO";"02/2013";"44.841.898,00";"Bolsa Família";
"BA";"01/2015";"45.001.596,93";"Seguro Defeso";
"SE";"12/2014";"45.078.319,00";"Bolsa Família";
"SE";"11/2014";"45.257.513,00";"Bolsa Família";
